,Agent Name,Agency Name,Website,Contact Method,Debut Authors,Generes,Previous Clients,Location
323,Amanda Rutter,Azantian Literary Agency,http://www.azantianlitagency.com/,Online submission form,None,"Fiction, Commercial Fiction, Fantasy, Science Fiction, Young Adult, Children's Book, Middle Grade","Ginger Smith, Darby Karchut","San Francisco, US"
324,Paul Bresnick,"Bresnick Weil Literary Agency, LLC",http://bresnickagency.com/,Email,None,"Humor, Nonfiction, Memoir, Narrative Nonfiction, Sports","John Leland, Will Hermes, RJ Smith, Terry McDermott, Ellis Weiner, Steven Kotler","New York, US"
325,Hannah Douglas,MK Agency,https://www.margaretkennedyagency.com/,Email,☑️ Interested in debut authors,"Fiction, Literary Fiction, Nonfiction, Cookbook, Narrative Nonfiction",Building a client list,"Brisbane, AU"
326,Jody Kahn,"Brandt & Hochman Literary Agents, Inc.",https://brandthochman.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Diverse Fiction, Feminism, Sports","Michael Kardos, Dave Madden, Laura Pritchett, Devorah Blachor","New York, US"
327,Miriam Altshuler,DeFiore and Company,http://www.defliterary.com/,Email,None,"Fiction, Historical Fiction, Literary Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Self-Help, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ","Elizabeth Rosner, Marja Mills, Wednesday Martin, Jill Santopolo, Donna Freitas, Walter Dean Myers","New York, US"
328,Danielle Chiotti,Upstart Crow Literary,http://www.upstartcrowliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Young Adult, Nonfiction, Cookbook, Children's Book, Middle Grade","Jacqueline West, Beth Hautala, Adam Smyer, Brian Broome","New York City, US"
329,Shruti Debi,The Debi Agency,https://debi.co.in/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Short Story, Nonfiction, Memoir, Politics, Sports","Samanth Subramanian, Namita Devidayal, Jahnavi Barua, Aruni Kashyap","New Delhi, IN"
330,Sarah Levitt,Aevitas Creative Management,https://aevitascreative.com/,Online submission form,None,"Fiction, Historical Fiction, Humor, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, BIPOC, Feminism, LGBTQ","Daniel Abbott, Elizabeth Brooks, Claire Evans, Doma Mahmoud, Sara Majka","Boston, US"
331,Jennifer Gates,Aevitas Creative Management,https://aevitascreative.com/,Online submission form,None,"Fiction, Literary Fiction, Nonfiction, Christian, Memoir, Narrative Nonfiction, Politics, Children's Book","Emily Yellin, Holly Robinson Peete, Ryan Elizabeth Peete, Michael Soussan","Boston, US"
332,Samantha Shea,"Georges Borchardt, Inc.",http://gbagency.com,Email,None,"Fiction, Historical Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction","Lydia Fitzpatrick David, Noor Elashi, Megan Coe, Karen Brown, Amy Butcher","New York, US"
333,Bryan Norman,Alive Literary Agency,https://aliveliterary.com/,Online submission form,None,"Nonfiction, Christian, Spirituality, Children's Book","Michael Hyatt, Jeremy Roloff, Audrey Roloff, Allison Fallon","Denver, US"
334,Gina Panettieri,Talcott Notch Literary Services,http://www.talcottnotch.net/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Historical Fiction, Horror, Mystery, Science Fiction, Thriller, Women's Fiction, Nonfiction, Business Book, Cookbook, Memoir, Self-Help","Ron Franscell, Nancy Holzner, Drew Eric Whitman, Scott Deitche","Hartford, US"
335,Monica Odom,Odom Media Management,https://odommediamgmt.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Literary Fiction, Science Fiction, Short Story, Thriller, Nonfiction, Cookbook, Memoir, Narrative Nonfiction, Sports, Children's Book, Picture Book, Diverse Fiction, African-American, BIPOC, LGBTQ","Keiko Agena, Victoria Blanco, Camille Chew, Morgan Jerkins","San Diego, US"
336,Isabelle Bleecker,Nordlyset Literary Agency,https://www.nordlysetagency.com/,Email,None,"Fiction, Literary Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Self-Help","Theresa MacPhail, Kate Cohen, Leah Katz, Jesse Salvo, Joie Davidow","Minneapolis, US"
337,Debbie Golvan,Golvan Arts Management,https://www.golvanarts.com.au/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Poetry, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade","Irma Gold, Jingjing Xue, Gail Morgan, Koraly Dimitriadis, Wendy Orr","Melbourne, AU"
338,Angela Scheff,Christopher Ferebee,christopherferebee.com/,Email,None,"Nonfiction, Christian",Building a client list,"Los Angeles, US"
339,Tanusri Prasanna,DeFiore and Company,https://www.defliterary.com/,Email,None,"Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, Memoir, Narrative Nonfiction","Hope Lim, Laurie Flynn, Kevin Christopher Snipes","New York City, US"
340,Ethan Ellenberg,The Ethan Ellenberg Literary Agency,https://ethanellenberg.com/,Email,☑️ Interested in debut authors,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Literary Fiction, Mystery, Romance, Science Fiction, Thriller, Women's Fiction, Nonfiction, Cookbook, Memoir, Narrative Nonfiction, Spirituality, Children's Book, Picture Book, Diverse Fiction","John Scalzi, Eric Rohmann, Jay Allan, G.A. Aiken, Bill Ferris, Patty Blount","New York City, US"
341,Carrie Howland,"Howland Literary, LLC",https://howlandliterary.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics","Scott Cheshire, Kaitlyn Greenidge, Carmiel Banasky, Julian Tepper","New York, US"
342,David Miller,The Garamond Agency,http://www.garamondagency.com/,Email,None,"Nonfiction, Business Book, Narrative Nonfiction, Politics","David R. Williams, Christopher Locke, Robert A. Bickers, Ethan D. Bolker, Bill Campbell","Boston, US"
343,Dennis Schleicher,Talcott Notch Literary Services,http://www.talcottnotch.net/,Email,None,"Fiction, Nonfiction, Christian, Memoir, Narrative Nonfiction, Self-Help, Spirituality, Diverse Fiction, LGBTQ","Lisa Barlow, Dennis Schleicher","Hartford, US"
344,Carlisle Webber,Fuse Literary,http://fuseliterary.com/,Email,None,"Fiction, Commercial Fiction, Horror, Mystery, Romance, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ","Finola Davidson, Joni Pope, Heather Hansen, Holly R. Hughes","San Francisco, US"
345,Brian Cook,The Authors' Agent,http://www.theauthorsagent.com.au/,Mail,☑️ Interested in debut authors,"Young Adult, Children's Book","Juliet Darling, John Pickrell, Phil Judd, Ber Carroll, Malcolm Brown","Sydney, AU"
346,Joy Harris,The Joy Harris Literary Agency,http://www.joyharrisliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction","Joanna Trollope, Regina McBride, William Cohan, Michelle Latiolais","New York City, US"
347,Andrea Barzvi,Empire Literary,https://www.empireliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Chick Lit, Commercial Fiction, Humor, Thriller, Women's Fiction, Nonfiction, Self-Help, Sports","Greg Behrendt, Liz Tuccillo, Danny Tepper, Jillian Michaels, Harley Pasternak","Los Angeles, US"
348,Gaia Banks,Sheil Land Associates,http://www.sheilland.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Mystery, Romance, Thriller, Nonfiction, Spirituality, Children's Book","Neil Chapman, Felicity Hayes-McCoy, Sarah Steele, Michelle Frances, Catherine Cooper","London, GB"
349,Markus Hoffmann,Regal Hoffmann & Associates,http://rhaliterary.com/,Email,None,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Literary Fiction, Science Fiction, Nonfiction, Memoir, Narrative Nonfiction, Historical Fiction","Josh Bazell, Paul Durham, Peter Englund, Adam Epstein, Andrew Ervin, Andrew Jacobson","New York, US"
350,Amy Tannenbaum,Jane Rotrosen Agency,https://www.janerotrosen.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Historical Fiction, Horror, Literary Fiction, Mystery, New Adult, Romance, Thriller, Women's Fiction, Nonfiction, Narrative Nonfiction, Diverse Fiction, BIPOC, LGBTQ","Yara Zgheib, Tarryn Fisher, Audrey Carlan, Katy Evans","New York City, US"
351,Julie Stevenson,Massie & McQuilkin,http://www.mmqlit.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, LGBTQ","Amy Shearn, Eric Nguyen, Kathleen Glasgow, Erin McGill","New York, US"
352,Tina Dubois,ICM Partners,https://www.icmpartners.com/,Email,None,"Fiction, Young Adult, Children's Book, Middle Grade","Morgan Parker, Junauda Petrus, Kelly Jensen, Shane Burcaw, Anne Ursu, Brandy Colbert","Los Angeles, US"
353,Lucy Carson,The Friedrich Agency,http://friedrichagency.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction","Robin Epstein, Jessica Khoury, William Ritter, Josh Sundquist, Alexandra Oliva","New York, US"
354,Sophie Hicks,Sophie Hicks Agency,http://www.sophiehicksagency.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Literary Fiction, Mystery, Romance, Science Fiction, Thriller, Young Adult, Children's Book, Middle Grade","Eoin Colfer, Emerald Fennell, Benedict Jacka, Paddy O'Reilly","London, GB"
355,Tess Callero,Europa Content,https://europacontent.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Crime Fiction, Historical Fiction, Humor, Mystery, Romance, Thriller, Women's Fiction, Young Adult, Nonfiction, Cookbook, Politics, Children's Book, Diverse Fiction, LGBTQ","Katherine Laurin, Kristina Miranda","New York, US"
356,Gordon Wise,Curtis Brown UK,https://www.curtisbrown.co.uk/,Email,None,"Fiction, Crime Fiction, Humor, Literary Fiction, Thriller, Nonfiction, Memoir, Narrative Nonfiction","Miranda Hart, Dan Dare, Armistead Maupin, Lynda Bellingham","London, GB"
357,Ryan D. Harbage,The Fischer-Harbage Agency Inc.,http://www.fischerharbage.com/,Email,None,"Fiction, Historical Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction","Karim Dimechkie, Jen Doll, Miranda Esmonde-White, Thomas Healy, Alicia Menendez","New York, US"
358,Andrew Wolgemuth,"Wolgemuth & Associates, Inc.",https://wolgemuthandassociates.com/,Email,None,"Nonfiction, Christian","Joni Eareckson Tada, Dan Wolgemuth, Ravi Zacharias, Abdu Murray","Orlando, US"
359,Jevon Bolden,Embolden Media Group,http://www.jevonbolden.com/,Email,None,"Fiction, Young Adult, Nonfiction, Christian, Self-Help, Spirituality, Children's Book, Diverse Fiction, African-American, BIPOC","Faith Brooks, John Eckhardt, Freddi Williams Evans, Sharon Norris Elliott, Sophia Ruffin","Orlando, US"
360,Stacey Kendall Glick,"Dystel, Goderich & Bourret",https://www.dystel.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Cookbook, Memoir, Narrative Nonfiction, Self-Help","Kristen Houghton, Larry D. Rosen, Jenny Hart, A. J. Hartley,  Christie Matheson","New York, US"
361,James McGowan,BookEnds Literary Agency,http://www.bookendsliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Mystery, Thriller, Young Adult, Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, #ownvoices, BIPOC, LGBTQ","Cheryl Hollon, Mary Ellen Hughes, James Queally, Sana Rafi, Laura Lavoie","Newark, US"
362,Pamela Harty,The Knight Agency,http://www.knightagency.net/,Email,None,"Fiction, Romance, Young Adult, Nonfiction, Business Book, Christian, Self-Help, Spirituality, Children's Book, Middle Grade, Diverse Fiction, African-American","Jessica Hatchigan, Cherie Calbom, Elizabeth Mowers, Amanda Renee","Atlanta, US"
363,Amy Elizabeth Bishop,"Dystel, Goderich & Bourret",https://www.dystel.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Mystery, Thriller, Young Adult, Nonfiction, Narrative Nonfiction, Sports, Diverse Fiction, BIPOC, Feminism","June Hur, Diana Biller, Kelsy Burke, June Hur, Nancy Jooyoun Kim","New York City, US"
364,Laura Dail,Laura Dail Literary Agency,http://www.ldlainc.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction","Lisa Bloom, Sarah Mlynowski, Frank DeCaro, Jayne Garcia Valseca, Mark Ebner, Ginny Rorby","New York, US"
365,Jim Hart,Hartline Literary Agency,http://www.hartlineliterary.com/,Email,None,"Nonfiction, Christian","Matt Aynes, Huey Freeman, John Gray, Kevin Ott, Leigh Powers","Pittsburgh, US"
366,David Vigliano,Vigliano Associates,http://www.viglianoassociates.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Christian, Cookbook, Memoir, Self-Help, Spirituality","David Blaine, Alicia Keys, Shaquille O'Neal, Robert James Waller, Bob Greene, Jerry B. Jenkins","New York, US"
367,Lacy Lynch,Dupree Miller & Associates,http://www.dupreemiller.com,Online submission form,None,"Nonfiction, Christian, Narrative Nonfiction, Politics, Spirituality","Allison Pataki, Laura Schroff, Roma Downey, Mark Burnett","Dallas, US"
368,Danya Kukafka,Trellis Literary Management,https://www.trellisliterary.com/,Online submission form,None,"Fiction, Commercial Fiction, Crime Fiction, Horror, Humor, Literary Fiction, Mystery, New Adult, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, LGBTQ","Olufunke Grace Bankole, Emmalie Dropkin, Shaina Frazier, Laura Guidry, Yeji Yvonne Ham","Boston, US"
369,Sally Wofford-Girand,Union Literary,http://www.unionliterary.com/,Email,☑️ Interested in debut authors,"Memoir, Fiction, Historical Fiction, Women's Fiction","Kim Barnes, Vanessa Diffenbaugh, Kaylie Jones, Lottie Moggach","New York, US"
370,Shannon Snow,"Creative Media Agency, Inc.",http://cmalit.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Historical Fiction, Horror, Romance, Science Fiction, Thriller, Young Adult, Diverse Fiction, African-American, BIPOC, LGBTQ",Building a client list,"New York City, US"
371,Jessica Errera,Jane Rotrosen Agency,https://www.janerotrosen.com/,Online submission form,None,"Fiction, Commercial Fiction, Historical Fiction, Romance, Thriller, Women's Fiction, Young Adult, Diverse Fiction",Building a client list,"New York City, US"
372,Taylor Martindale Kean,Full Circle Literary,https://www.fullcircleliterary.com/,Online submission form,None,"Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction","Emery Lord, Anna-Marie McLemore, Aisha Saeed, Tirzah Price, David Bowles","San Diego, US"
373,Aaron Priest,Aaron M. Priest Literary Agency,http://aaronpriest.com/,Email,None,"Fiction, Commercial Fiction, Thriller","David Baldacci, Frank McCourt, Erma Bombeck, Terry McMillan, Jane Smiley","New York, US"
374,Denise Shannon,Denise Shannon Literary Agency,http://deniseshannonagency.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Business Book, Memoir, Narrative Nonfiction, Politics","Lydia Davis, Francine Prose, Karen Russell, Gary Shteyngart","New York, US"
375,Mary DeMuth,Books & Such Literary Agency,https://www.booksandsuch.com/,Email,None,"Nonfiction, Christian, Self-Help, Spirituality",Building a client list,"San Francisco, US"
376,Daniel Strone,Trident Media Group,https://www.tridentmediagroup.com/,Email,None,"Nonfiction, Memoir","Cindy Crawford, Jon Stewart, Jerry Seinfeld, Chris Rock, Aretha Franklin, Drew Barrymore, Whoopi Goldberg","New York, US"
377,Matt Wagner,"Fresh Books, Inc.",http://www.fresh-books.com/,Email,None,"Nonfiction, Business Book, Cookbook, Sports","Harold Davis, Wendy Jo Peterson, Phil Simon, Swain Scheps","San Francisco, US"
378,Latoya C. Smith,ArtHouse Literary Agency,https://arthouselit.com/,Email,None,"Fiction, Humor, Mystery, Romance, Thriller, Women's Fiction, Young Adult, Nonfiction, Business Book, Memoir, Self-Help, Diverse Fiction, African-American, LGBTQ","Tony Gaskins, LaQuette, Kristin Vayden","New York, US"
379,Andy Ross,Andy Ross Agency,http://www.andyrossagency.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Politics","Daniel Ellsberg, Daniel Boyarin, Jeffrey Moussaieff Masson, Michael Parenti","San Francisco, US"
380,Sharon Pelletier,"Dystel, Goderich & Bourret",https://www.dystel.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Literary Fiction, Mystery, Thriller, Women's Fiction, Nonfiction, Narrative Nonfiction, Spirituality, Sports, Diverse Fiction, BIPOC, Feminism","Amy Gentry, Elissa Dickey, Daniel Combs, Jess Phoenix","New York, US"
381,Andrea Cascardi,Transatlantic Agency,https://www.transatlanticagency.com/,Email,None,"Fiction, Women's Fiction, Young Adult, Children's Book, Picture Book, Diverse Fiction","Clare Vanderpool, Polly Horvath, John Coy, Natasha Wing, Liza Woodruff","Toronto, CA"
382,Claire Harris,P.S. Literary Agency,https://www.psliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Crime Fiction, Humor, Literary Fiction, Mystery, Thriller, Women's Fiction, Nonfiction, Cookbook, Diverse Fiction, Horror, Romance",Building a client list,"Toronto, CA"
383,Gaby Naher,Left Bank Literary,https://leftbankliterary.com/,Online submission form,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction","Heather Rose, Candice Fox, Angelica Banks, Stephanie Parkyn","Sydney, AU"
384,Beth Marshea,Ladderbird Literary Agency,http://www.ladderbird.com/,Email,None,"Fiction, Crime Fiction, Fantasy, Horror, Thriller, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, African-American, BIPOC, LGBTQ","Cody Luff, Catherine Adel West, Martin Padgett, M Shelly Connor","San Francisco, US"
385,Peter McGuigan,Ultra Literary,http://www.foundrymedia.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Humor, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction","Trevor Noah, Sean McFate, April Ryan, Mary Carter Bishop, Vicki Pettersson, Beth Macy","New York, US"
386,Joe Regal,Regal Hoffmann & Associates,http://rhaliterary.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Thriller, Nonfiction, Narrative Nonfiction","Audrey Niffenegger, Daniel Wallace, James Reston, Jr., Danny Seo","New York, US"
387,Wendy Lawton,Books & Such Literary Agency,https://www.booksandsuch.com/,Email,None,"Nonfiction, Christian, Spirituality","Lori Benton, Amanda Dykes, Lorna Seilstad, Tari Faris","San Francisco, US"
388,Katie Shea Boutillier,Donald Maass Literary Agency,http://maassagency.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Thriller, Women's Fiction, Young Adult","Tori Whitaker, Carissa Ann Lynch, Shaun David Hutchinson, Harper Glenn","New York City, US"
389,Meredith Kaffel Simonoff,The Gernert Company,https://www.thegernertco.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Children's Book","Tola Rotimi Abraham, Melissa Broder, Jocelyn Nicole Johnson, Jessica Love","New York, US"
390,Caroline Eisenmann,"Frances Goldin Literary Agency, Inc.",https://goldinlit.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics","Kyle Chayka, Linda Rui Feng, Amanda Goldblatt, James Gregor, Ye Chun","New York, US"
391,Donald Winchester,"Watson, Little Ltd",https://www.watsonlittle.com,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Sports","Sue Armstrong, Tice Cin, Sarah Gristwood, Lauren Mackay, P.K. Lynch","London, GB"
392,Renae Moore,Azantian Literary Agency,http://azantianlitagency.com/index.html,Online submission form,☑️ Interested in debut authors,"Fiction, Fantasy, Humor, Mystery, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Diverse Fiction, #ownvoices, African-American, LGBTQ",Building a client list,"Nashville, US"
393,Marlene Stringer,Marlene Stringer,https://www.stringerlit.com/,Email,None,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Women's Fiction","Liane Merciel, Emily Bleeker, Jennifer Blom, Alyxandra Harvey, Suzanne Johnson","Naples, US"
394,Preeti Gill,Majha House,http://www.majhahouse.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Feminism","Easterine Kire, Kanwaljeet Deol, Nirupama Dutt","New Delhi, IN"
395,Andrea Brown,Andrea Brown Literary Agency,http://www.andreabrownlit.com/,Online submission form,None,"Fiction, Young Adult, Children's Book, Middle Grade","Barbara M. Joosse, Mike Thaler, Sasha Cohen, Neal Shusterman","Chicago, US"
396,Christina Morgan,Serendipity Literary Agency,https://www.serendipitylit.com/,Email,None,"Fiction, Crime Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Sports, Diverse Fiction, African-American",Building a client list,"New York, US"
397,Tanya McKinnon,McKinnon Literary,https://mckinnonliterary.com/,Email,None,"Fiction, Graphic Novel, Literary Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, African-American","Simon Doonan, Jessica Abel, Robin D.G. Kelly, Mark Siegel","New York City, US"
398,Monika Woods,Traingle House,https://www.triangle.house/,Email,None,"Fiction, Commercial Fiction, Humor, Literary Fiction, Nonfiction, Cookbook, Memoir, Narrative Nonfiction, Politics, Feminism","Alice Bolin, Julia Dixon Evans, Chelsea Hodson","New York, US"
399,Lisa Adams,The Garamond Agency,http://www.garamondagency.com/,Email,None,"Nonfiction, Business Book, Narrative Nonfiction, Politics","Fred C. Adams, Greg Laughlin, Robert M. Thorson, Bill Jensen","Boston, US"
400,BJ Robbins,BJ Robbins Literary Agency,https://www.bjrobbinsliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Action & Adventure, Commercial Fiction, Crime Fiction, Historical Fiction, Humor, Literary Fiction, Mystery, Thriller, Nonfiction, Memoir, Narrative Nonfiction, Self-Help, Sports, Diverse Fiction, African-American","Stephen Graham Jones, Nafisa Haji, Renee Swindle, Mary Volmer","Los Angeles, US"
401,Abby Saul,The Lark Group,http://www.larkwords.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Mystery, Thriller, Women's Fiction, Diverse Fiction, #ownvoices","Daisy Bateman, Courtney Ellis, Elizabeth Breck","San Francisco, US"
402,Cynthia Ruchti,Books & Such Literary Agency,https://www.booksandsuch.com/,Email,None,"Nonfiction, Christian, Self-Help, Spirituality","Erica Vetsch, Macaila Britton, Jennifer Deibel, Cathy Baker","San Francisco, US"
403,Barbara Collins Rosenberg,The Rosenberg Group,http://www.rosenberggroup.com/,Email,None,"Fiction, Chick Lit, Romance, Women's Fiction","Catherine Mann, Joanne Rock","Boston, US"
404,Ali Herring,Spencerhill Associates,https://www.spencerhillassociates.com/,Online submission form,None,"Fiction, Commercial Fiction, Fantasy, Literary Fiction, Romance, Science Fiction, Women's Fiction, Young Adult, Christian, Children's Book, Middle Grade","Kristy Acevedo, Michelle M. Brown, David Hammons, Kurt Kirchmeier","Tampa, US"
405,Edward Maxwell,Sanford J. Greenburger Associates,https://www.greenburger.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Politics, Children's Book","G'Ra Asim, Jamal Jordan, Ed Morales, Matt Ortile","New York, US"
406,Jayapriya Vasudevan,Jacaranda Literary Agency,http://jacarandalit.com,Online submission form,None,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Science Fiction, Women's Fiction, Nonfiction, Memoir, Self-Help, Diverse Fiction","Trisha Das, Tiffany Tsao, Kubra Sait, Lisa Ray","Mumbai, IN"
407,Karen Tayleur,Jacinta Di Mase Management,,,,"Fiction, Children's Book, Picture Book",Building a client list,🌍 Location  -
408,Elizabeth Bennett,Transatlantic Agency,https://www.transatlanticagency.com/,Email,None,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book","Kayla Miller, Christine Evans, Meagan Mahoney, Lowey Sichol","Toronto, CA"
409,Joanna Mackenzie,Nelson Literary Agency,http://www.nelsonagency.com/,Online submission form,None,"Fiction, Commercial Fiction, Crime Fiction, Literary Fiction, Mystery, Romance, Thriller, Women's Fiction, Young Adult","John Galligan, Alison Hammer, Kathleen West, Jonathan Messinger, Shana Galen","Denver, US"
410,Selwa Anthony,Selwa Anthony Author Management Agency,http://www.selwaanthony.com.au/,Email,None,"Fiction, Fantasy, Romance, Thriller, Nonfiction, Memoir","Tara Moss, Traci Harding, Ian Irvine, J.H. Fletcher, Diane Armstrong","Sydney, AU"
411,Gwyn Jordan,Gold Dust Literary Agency,https://golddustliterary.com/,Online submission,☑️ Interested in debut authors,"Mystery, Romance, Thriller, Women's Fiction","Sonnet Harlynn, Eva Seidler, Courtney Watson, Jenny Dandy","Dallas, US"
412,Eleanor Jackson,"Dunow, Carlson & Lerner Literary Agency",https://www.dclagency.com/,Email,None,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Nonfiction, Memoir","David Wroblewski, Susan Straight, Susie Steiner, Hallie Rubenhold, Tanaz Bhathena","New York, US"
413,Justin Brouckaert,Aevitas Creative Management,https://aevitascreative.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Literary Fiction, Short Story, Nonfiction, Memoir, Narrative Nonfiction, Politics, Sports, Diverse Fiction","Brian Dumaine, Lauren Aguirre, Greg Bluestein, Diane Cardwell, Lindsay Powers","Boston, US"
414,Philip Patterson,Marjacq,http://www.marjacq.com/,Email,None,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Thriller, Nonfiction, Narrative Nonfiction, Politics","Richard Asplin, Louisa Bennet, Nancy Carson, Richard Templar, Roni Jay","London, GB"
415,Barbara Lowenstein,Lowenstein Associates,https://lowensteinassociates.com/,Email,None,"Fiction, Mystery, Nonfiction, Business Book, Self-Help","M.C. Beaton, Ishmael Reed, Cordelia Fine, Carla Harris","New York, US"
416,Rach Crawford,Wolf Literary Services,https://www.wolflit.com,Online submission form,☑️ Interested in debut authors,"BIPOC, Feminism, Horror, LGBTQ, Literary Fiction","Briohny Doyle, Omar Sakr, Ainslie Hogarth, Gina Rushton, Ruby Hamad","New York City, US"
417,Whitney Ross,Irene Goodman Literary Agency,https://www.irenegoodman.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Historical Fiction, New Adult, Romance, Science Fiction, Women's Fiction, Young Adult, Nonfiction, Cookbook, Children's Book, Middle Grade","Susan Dennard, Sarah Henning, Hannah Whitten","New York, US"
418,Masha Gunic,Azantian Literary Agency,http://www.azantianlitagency.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Young Adult, Children's Book, Middle Grade",Building a client list,"San Francisco, US"
419,Amy Williams,The Williams Company,http://williamsliterary.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction","Natalie Bakopoulos, Karen Essex, Kate Greathead, Sarah Hepola, Elizabeth Kostova","New York City, US"
420,Sally Harding,CookeMcDermid,https://cookemcdermid.com/,Online submission form,None,"Fiction, Fantasy, Science Fiction, Nonfiction","Jeff VanderMeer, Kat Richardson, Paul Adams","Toronto, CA"
421,Rayhane Sanders,Massie & McQuilkin,http://www.mmqlit.com/,Email,None,"Fiction, Commercial Fiction, Graphic Novel, Historical Fiction, Literary Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, LGBTQ","Jonathan Weisman, Lidia Yuknavitch, Kerry Cohen, Janet Beard","New York, US"
