,id,suggestion,author,date_created,last_upvoted,comments,votes,Description
242,293650,Badge if someone is on mutualup,Adam,17 Apr,11 Jun,0,2,I want to see what users are on MutualUp as I'm swiping.
243,288069,Save conversations,Bee,25 Mar,09 Jul,0,2,"Conversations save, even after you unmatched. Particularly incase something inappropriate happened, it can be saved as evidence to report it."
244,286802,Liking or hearting individual photos,Caio,19 Mar,2 days ago,0,2,Hearting individual photos can be used as a flirting tool without skipping up necessarily but usually both probably will happen
245,277445,Move bring everyone back away from undo last action it has wasted so many hours ,Robbie,03 Feb,05 Jul,0,2,If a person selects 'bring everyone back' please add a confirmation of 'are you sure'.  My phone slipped and I accidentally selected it and it has literally wasted hours of my time. I intended to push 'undo last action'.
246,253888,Filter career type,Joel,"04 Dec, 2021",28 May,0,2,"A filter to show what type of job or industry the user works in. Examples include medical, legal, business, IT, engineering, etc. The main intent of this filter is to avoid persons working in substantially different job industries such as in entertainment or culturally based jobs like music, fashion, food, beauty, etc."
247,252702,Getting notifications about when someone votes on your suggestion,Jonathan Hansen,"02 Dec, 2021","17 Dec, 2021",0,2,Getting Someone's  seal of approval Makes me want to stay on the app
248,229852,Move to archive,Hayden,"03 Nov, 2021",28 Feb,0,2,Sometimes your match inbox gets super clustered with people that don't respond or the conversation ended (for good or bad) it would be nice to move those people to the archive before waiting a month
249,228666,Communities,Moses Lotulelei,"27 Oct, 2021",05 Jan,0,2,"Allow people to create groups or communities. (stakes maybe?) that others can join. These communities would allow people who joined to match with others in the community and would act as a sort of additional filter. Maybe certain communities are geo-fenced or have passwords or approvals?For example, someone could join 'BYU Idaho' and would only be able to join there if they are within 25 miles... Or if you tried to join a ""45-60 LDS Singles"" group, you would have to be approved possibly by an admin or something of the group...Or they could be just locations around the world that anyone can join to meet others. Kinda like a more static version of ward hop that includes more hotspot locations than just Provo, Rexburg, etc."
250,221465,Chat refresh,Austin,"03 Oct, 2021","12 Nov, 2021",0,2,There should be a refresh option in the chat so we don't have to close the app and reopen it to see if someone responded.
251,220166,New update,ClassyLady,"28 Sep, 2021","17 Oct, 2021",0,2,You're new update covers faces!
252,216093,Mark messages as unread again,Mayci,"19 Sep, 2021","06 Nov, 2021",0,2,Sometimes I don't feel like replying right then but I want to in the future. By marking them unread makes it easier to know which ones I need to reply to
253,205017,Inactive accounts,andrade,"28 Aug, 2021","12 Nov, 2021",0,2,freeze inactive accounts for more than six months
254,204124,Potentially pending,Jackson,"23 Aug, 2021","17 Dec, 2021",0,2,"If you meet someone that is great, and you start dating, it would be nice to be able to deactivate your account without deleting. Just a temporary disabling just in case it works out."
255,203820,Make the ward hop indicator on a profile clearer,Tay,"19 Aug, 2021","29 Dec, 2021",0,2,"First, thanks for adding a thing to show you're ward hopping! But it's not overly clear though, like is the location listed where they actually are or where they're ward hopping to? Maybe have it show 'this is their home location' and then 'this is where they're visiting'"
256,200575,Paid user or not,David,"28 Jul, 2021",16 Jan,0,2,Something that indicates if the users are paid members.From what I understand if not a paid member can't see who liked you.
257,199309,Bug multiple of the same profile,Jackson,"23 Jul, 2021",26 Jun,0,2,I keep swiping up profiles and then get the exact same profile 5 minutes later or I will swipe up on the same profile 5 times in a row.
258,198661,Only have suggested people in the age range i chose,Kell,"20 Jul, 2021","06 Aug, 2021",0,2,"I keep getting the 'it's your lucky day... find out who likes you'. Everytime I click on it, the person is well out of my age range... sometimes by 20 years and I know my filter doesn't include ages that high, making the knowledge of finding out who likes me irrelevant."
259,197641,Being back lucky you,Mike,"13 Jul, 2021",03 Jul,0,2,"We used to be shown who likes us, without upgrading to Mutual Up (once a week).  A pop up that read 'lucky you' would then show you who already has swiped up.  Why was that taken away & will it return?"
260,197244,Swiped up by mistake,Robert Hernandez,"09 Jul, 2021",07 Jul,0,2,This option would automatically erase an user's profile that another user matched with by accident. This is gonna help avoiding embarrassing situations like texting a girl and she never answering back or vice versa.
261,195352,Select age range,Monica,"04 Jul, 2021","06 Aug, 2021",0,2,I'm 22 and wouldn't want to date a guy younger than me or over 30. There should be an age range to filter out the guys
262,195211,How many times someone has viewed your profile,Courtney,"02 Jul, 2021",07 Jul,0,2,How long said individual continues to look at your profile.   How many times do they come back.
263,194183,5 swipe ups for 1 revealed like,Rodrigo Anselmo Maciel,"26 Jun, 2021",07 Jul,0,2,"For every 5 swipe up from us, we should be allowed to see one person who liked our profiles."
264,194105,Being able to select specific countries,Rebecca,"26 Jun, 2021",03 Jul,0,2,That way I can make sure I speak their language.
265,194008,This group is awesome,Jackline Akao,"25 Jun, 2021","07 Aug, 2021",0,2,I am so grateful to be a part of this awesome group. I am enjoying it already for the shorter time I've been in it.
266,192604,Swipe up on all button,Chad,"19 Jun, 2021","24 Jun, 2021",0,2,Add a button to swipe up on all profiles at once.
267,192540,Outside preferred radius,Moses,"18 Jun, 2021",07 Jul,0,2,No one outside of your preferred radius can view your profile.
268,190903,Fix instagram photos,Anonymous,"12 Jun, 2021","24 Nov, 2021",0,2,"Most images are being cropped once you enlarge them. It often crops the people in the pictures  I think it has to do with the aspect ratio of an image. Since most images don't fit the phone screen perfectly, the app fits the most it can and crops the rest. You could add padding so we can see the entire image."
269,189233,See when your message is seen,Joseph Uzoho,"05 Jun, 2021","01 Aug, 2021",0,2,
270,187200,Tutorial,Sweet Sue,"25 May, 2021","23 Jun, 2021",0,2,"You should have a short tutorial/video on how to use your app, what all the icons mean and  what you can and cannot do on the app."
271,184450,Calendar feature,Kat,"10 May, 2021","23 Jun, 2021",0,2,Have a way to put times you'd be open to going on a date. This would make it easier to coordinate when to do a date.
272,182877,A wall to talk like on facebook,Grace-Caroline,"30 Apr, 2021",07 Jul,0,2,A wall were we can exchange without having to juge someone based on is profile picture...
273,181427,Fix filter distance,Gustavo Reyes,"24 Apr, 2021",02 Apr,0,2,I have suggestions from Asia being in America and having like 50 milles on my filter.
274,175958,Unlimited blocks,Cory,"02 Apr, 2021","09 May, 2021",0,2,"There are a lot of profiles with really low standards in my opinion (I.e., they are free to post immodest photos but I do not want to see them), and the app doesn't let me block all of them, so eventually they show up again."
275,174982,Create a support for huawei app gallery,EfraÃ­m LÃ³pez CÃ³rdoba,"30 Mar, 2021","10 May, 2021",0,2,"Like you know, Huawei since 2020 they don't support the Google services, I recently change my phone and I'm not able to use mutual on my brand new Huawei Phone"
276,267770,Activate profile boost button is not working,Isabel,"31 Dec, 2021","31 Dec, 2021",1,1,"When I try to slide the button, nothing happens."
277,184202,See my profile,Alexa,"08 May, 2021","08 May, 2021",1,1,I want to know what my profile looks like to others
278,183059,See if theyve seen your message,Will,"03 May, 2021","03 May, 2021",1,1,It would be nice to see if they have read your message or not. Similar to seeing how active they are. It would be nice to see if they are ignoring you or just don't get on very often...
279,308723,Notifications on chat tab back to how many unread you have rather than how many ,Quincey,16 Jun,16 Jun,0,1,I prefer the notifications to be about new messages rather than just matches who I haven't messaged yet
280,308178,Text size,Kami,14 Jun,14 Jun,0,1,The new upgrade- the text size is super small.   It is very hard to read. Where can we adjust this?
281,308167,See new message while in mutual,Desiree,14 Jun,14 Jun,0,1,"If you're chatting with someone else, or somewhere else on mutual, a banner will pop-up at the top showing that you've gotten a message. In general the messaging app can be really glitchy and could be improved."
282,307616,Reset all swipe ups just not those youve messaged,Christopher,12 Jun,12 Jun,0,1,
283,307288,Work on conversation glitch,Allie,11 Jun,11 Jun,0,1,"Often times when I open the app, a glitch occurs. Even with this new update changing the look and design of different features, it immediately happened. All my conversations disappeared."
284,307254,Show a countdown until you get more swipes,Jonathan Hansen,11 Jun,11 Jun,0,1,If there's gonna be a daily swipe limit anyway there needs be a timer that counts down until you get more swipes it's only fair
285,307040,Move name location age on profile photo to lower screen,Anne,10 Jun,10 Jun,0,1,"The name, age, location on top often block the face of the profile photos. I'd like them at bottom of screen like they used to be."
286,306136,Deactivate accounts not being actively used,Spencer,07 Jun,07 Jun,0,1,Sometimes I see accounts of people that are not active on mutual in the last year. Shouldn't these accounts be deactivated so we aren't wasting swipes or notes on people that we won't match with?
287,302955,Randomized question,Austin,26 May,26 May,0,1,Have an option to ask a random question to the other person or them to you.
288,296677,Adjustable independent profile picturethumbnail,James,01 May,01 May,0,1,"No matter how carefully cropped, the app always automatically crops your first photo into the profile picture circle ' and sometimes badly.  When you go to the chat, half my face is cut off leaving an unflattering thumbnail of my mouth and below. I've seen profile pictures of double chins, cleavage, etc. That's what people see in the messaging, so please give us a way to fix profile pictures that are not displayed correctly."
289,291760,Punch in boxes for preferences,Makayla,08 Apr,08 Apr,0,1,"It would be easier to have boxes to type in your preferred ages or the miles/location, instead of the sliding bars. When I go to slide the dots that are close together they don't slide. I have to move the far end further up the bar in order to move the low end."
290,286081,Messages wont send,Dallas,15 Mar,15 Mar,0,1,Half the time my messages won't send so it's hard to take these girls on a date.
291,285758,Bountiful mode 15 bounty to whoever can set you up on a good date,Steve,13 Mar,13 Mar,0,1,"Have you ever come across a profile, and thought ""Hmm, I'm not into this guy, but, he seems like he would get along great with my best friend's sister""? Well, this is a lost opportunity that this and every other dating app has missed. Instead of this tedious 1-to-1 matching method, which, let's face it, is mathematically unlikely to find your ""solemate"" or similar (search for the relevant XKCD What If article), instead, let's leverage the connections and friendships we each have. Similar to the ""Six Degrees of Kevin Bacon"", everyone on the planet is connected by only a few steps. Let's find a way that we can each play ""matchmaker"" and bless those who are frustrated after years of endless swiping. Here is a proposal: I pay a $17 bounty to Mutual, and Mutual will broker/reward $15 (or one month free subscription) to whoever shares my profile with the kind of girl I'm looking for, and said girl agrees that I seem pretty awesome and accepts the recommendation.  Any better ideas?"
292,285154,Change i am currently to be more specific,E,10 Mar,10 Mar,0,1,"Right now what one is looking for isn't specific enough. Silly/unspecific Choices like for example  'Up for ice cream/dancing' and 'into dating, I guess' exist. I suggest that all the non-specific and silly options are removed and that these are the only ones possible to choose from Looking for friendsUp for datesSeeking a relationshipReady for a ring This would make it easier to know what the person you're looking at actually wants"
293,284146,Store all messages,JoAnn Brooks,05 Mar,05 Mar,0,1,"I need to see some of the first messages of one of my matches, but they seem to cut off after a few new messages.  Is there a way to save and store all messages so we can go back and refer to them if needed?  I sure need to."
294,283958,Additional about me entry,Robert,04 Mar,04 Mar,0,1,Add two truths and one lie as an additional entry in the About Me part of the app.
295,281777,Put peoples zodiac sign on their profile,Foster Pratt,21 Feb,21 Feb,0,1,Include people's Zodiac sign on their profile.
296,252637,Read receipts,Daniel,"02 Dec, 2021","02 Dec, 2021",0,1,Being able to see if your match has read your messages should be available to all users not just premium. It honestly makes sense
297,234587,Fix add photo and connect instagram bug,Morgan Van Roosendaal,"24 Nov, 2021","24 Nov, 2021",0,1,"I've had this happen quite a few times with the app where when I try to select the 'Add Photo' free spot, nothing happens. The option to connect Instagram isn't working either. When I try to delete a picture to see if I can add a new one, the same thing happens. I've deleted the app and re-dowloaded it, to find the same problem!"
298,233539,Unlimited chat history,Craig Rodgers,"19 Nov, 2021","19 Nov, 2021",0,1,"Currently, I can only see the last 48 hours of chat history.  This really sucks as you are trying to get to know someone.  I would even pay for this feature, but you have to offer it!"
299,232732,Event changes or opt out,Cottam,"15 Nov, 2021","15 Nov, 2021",0,1,I am tired of seeing nothing but BYU events and especially sports. If I must be forced to see an add why can't you track that I have swiped down on every event because it's sports and start showing concerts and cultural events? Or have an option to opt out of that because I don't care about BYU or sporting events in the slightest.
300,232611,Please fix congrats its your lucky day,Mike,"15 Nov, 2021","15 Nov, 2021",0,1,I haven't been able to see: 'Congrats it's your lucky day. Tap to review someone who likes you' for several weeks now.
301,212310,Double check feature before sending a note,Martin,"09 Sep, 2021","09 Sep, 2021",0,1,Don't you hate it when you send something unfinishe
302,212007,See if they actually have seen your message,Karli,"08 Sep, 2021","08 Sep, 2021",0,1,Make it so you can tell if they have looked at your messages.
303,205541,Make it when you unmatch you stay in the matchmessages screen,Matt,"29 Aug, 2021","29 Aug, 2021",0,1,Every time you unmatch someone that you haven't messaged yet (usually someone you didn't mean to) the app will take you back to the home page instead of staying in the match/messages page. It doesn't do this if you've already messaged them and unmatch so please make it consistent
304,204825,Lower the minimum distance,Jacob,"27 Aug, 2021","27 Aug, 2021",0,1,I'm at BYU and the minimum distance (5 miles) goes all the way out to UVU. I'd rather date people at BYU instead of driving across town every time I want to hang out.
305,200916,Only show people who have the same or higher ratio of likes to dislikes,Picky Swiper,"30 Jul, 2021","30 Jul, 2021",0,1,I only want to see people I have a likely hood of swiping up on. It's a waste of time to swipe down for so long.
306,200552,Share this profile doesnt work,Tai,"28 Jul, 2021","28 Jul, 2021",0,1,"The new function of 'Share This Profile' doesn't work. I've tried several times to restart the app as well as my android but it still doesn't work. Once i clicked the sent link, the app will be opened but that's it. You cannot see any shared profile by clicking that link."
307,200162,Fix watch ad to undo option,Paige,"27 Jul, 2021","27 Jul, 2021",0,1,"The watch ad to undo option shows up, but there's no button to press to actually watch the ad, only a button to buy premium."
308,200115,Range of age,Becca,"26 Jul, 2021","26 Jul, 2021",0,1,Pick the highest age you are willing to date. If your 18 like I am I don't want to see 24year olds and up.
309,196186,Hacer un encuentro por ciudades,Belkis Mercedes,"06 Jul, 2021","06 Jul, 2021",0,1,Una charla con alguien del a rea
310,194556,Enviar mensagem direta antes de macth mutuo vendo anuncio,Saulo Costa de Oliveira,"29 Jun, 2021","29 Jun, 2021",0,1,"Deveria liberar a op'?o de enviar mensagem antes do match m??tuo, sem. Limites de mensagens por pessoa e semana (em troca ver??amos um breve an??ncio para poder enviar mensagem para a pessoa ao dar match nela mesmo ela ainda n??o tendo dado match m??tuo) isso pode aumentar a probabilidade de vermos a quem gostou da gente e encontrar um grande amor!"
311,193357,Fix feed,M franco,"23 Jun, 2021","23 Jun, 2021",0,1,"The feed is broken. It says there is no one that meets the criteria but I change the distance to the country and then back to the original and a whole new list of people come up. I can also ""resurrect 100"" and a whole bunch of people I haven't seen on mutual before are now in the feed."
312,193355,Fix matches ive never approved of,M franco,"23 Jun, 2021","23 Jun, 2021",0,1,I get matches every once in a while with individuals I either have never seen on mutual before or swiped down on
313,190199,Messages,G,"09 Jun, 2021","09 Jun, 2021",0,1,Allow more messages to be sent per day
314,189058,Viajes a distintos paises,Yanina,"04 Jun, 2021","04 Jun, 2021",0,1,Tener la oportunidad que se pueda elegir el pais de donde queremos conocer personas
315,187811,When i leave a conversation dont jump back to the top,Swaggy Shaggs,"27 May, 2021","27 May, 2021",0,1,When I leave a conversation it automatically jumps back to the top and makes me scroll all the way back down to other conversations.
316,186869,Add the word peru,Steven Spainhower,"22 May, 2021","22 May, 2021",0,1,"On gray page of options on how to increase the pool of profiles, it says ""Peruse the people in . . ., but omits the word Peru. Doh."
317,183884,Yes i already paid for this site but when i got new phone now i cant see who lik,Edward Davis,"06 May, 2021","06 May, 2021",0,1,
318,183875,Ideal timeline,Sassafrass,"06 May, 2021","06 May, 2021",0,1,"It'd be cool to have a gauge (maybe a slider bar) where users can indicate how long they feel like two people should talk  before going out. Sometimes someone will want to chat for weeks, which is fine but it'd be nice to know that they do actually want to go out and aren't here just looking for penpals."
319,183419,Pin matches from archives,Brett,"04 May, 2021","04 May, 2021",0,1,"You can't pin matches once they drop into Archives, but the empty star icon is still there tempting you to try. That feels like a bug to me."
